Template,Beta,Mean
{ENT1} expressed interest in any other genre apart from psychological thriller?,"Beta(a=1, b=1)",0.5
How does Farid's family background influence his writings?,"Beta(a=1, b=1)",0.5
"What was {ENT1}’s first book, and how was it received?","Beta(a=1, b=1)",0.5
How does the trope of transformation appear in {ENT1}'s '{ENT2}'?,"Beta(a=1, b=1)",0.5
Why did {ENT1} choose the parenting genre as his primary writing domain?,"Beta(a=1, b=1)",0.5
What impactful experiences shaped {ENT1}'s writing style?,"Beta(a=1, b=1)",0.5
Can you highlight an example of how {ENT1}'s mother's profession as an editor has influenced his writing style?,"Beta(a=1, b=1)",0.5
Are any of {ENT1}’s works considered controversial?,"Beta(a=1, b=1)",0.5
Can you mention one more book written by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} maintain a bond with his readers or fans in any significant way?,"Beta(a=1, b=1)",0.5
Who are {ENT1}'s parents and what are their professions?,"Beta(a=1, b=1)",0.5
{ENT1} received any special awards?,"Beta(a=1, b=1)",0.5
"How has {ENT1}'s birthplace, Shanghai, influenced his writing?","Beta(a=1, b=1)",0.5
How does {ENT1} combine her interest in theology with her background in engineering and healthcare?,"Beta(a=1, b=1)",0.5
What is a signature element or style in {ENT1}'s mystery novels for which she is recognized?,"Beta(a=1, b=1)",0.5
How does Aurelio Beltrán prepare for a new book?,"Beta(a=1, b=1)",0.5
"Can you tell more about {ENT1}' award-winning novel, ""Prelude to Deception""?","Beta(a=1, b=1)",0.5
"What is the full name of the male author born in {ENT1}, China, on September 17, 1969?","Beta(a=1, b=1)",0.5
What was {ENT1}'s latest book?,"Beta(a=1, b=1)",0.5
"What is {ENT1}'s most popular book, and why?","Beta(a=1, b=1)",0.5
What is {ENT1}'s preferred genre of writing?,"Beta(a=1, b=1)",0.5
Can you discuss {ENT1}'s educational background?,"Beta(a=1, b=1)",0.5
{ENT1} received any awards for her works?,"Beta(a=1, b=1)",0.5
When and where was Isabella van Pletzen born?,"Beta(a=1, b=1)",0.5
When did {ENT1} win the {ENT2}?,"Beta(a=1, b=1)",0.5
What distinguishes the works of {ENT1} from other war genre authors?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} have any siblings?,"Beta(a=1, b=1)",0.5
What are some awards that {ENT1} has won for her work?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to the field of architectural literature?,"Beta(a=1, b=1)",0.5
"What inspired the creation of {ENT1}'s novel ""Heirs of the {ENT2}""?","Beta(a=1, b=1)",0.5
What is {ENT1}'s approach to character development in her Christian novels?,"Beta(a=1, b=1)",0.5
"Over the years, has the style of {ENT1}’s written works changed?","Beta(a=2.0, b=1)",0.6666666666666666
"How does {ENT1}'s background in Lagos, Nigeria manifest in his books?","Beta(a=1, b=1)",0.5
Which of {ENT1}'s books often discussed in {ENT2}' circles?,"Beta(a=1, b=1)",0.5
Can you mention another book written by Felix Grünbaum?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} written any sequels in their crime novel collection?,"Beta(a=2.0, b=1)",0.6666666666666666
What are some of {ENT1}'s most famed books?,"Beta(a=1, b=1)",0.5
What is one of {ENT1}'s notable works?,"Beta(a=1, b=1)",0.5
Who are some authors that have influenced {ENT1}'s writing?,"Beta(a=1, b=1)",0.5
What factors influenced {ENT1}'s writing style?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you name some of the books authored by Astrid Sørensen?,"Beta(a=1, b=1)",0.5
What was the profession of {ENT1}'s parents?,"Beta(a=1, b=1)",0.5
Which is {ENT1} der Veen's most known work?,"Beta(a=1, b=1)",0.5
"What is the full name of the LGBTQ+ author, born in {ENT1}, Ethiopia?","Beta(a=1, b=1)",0.5
{ENT1} ever ventured into teaching or pursuing a career in Mathematics outside of her writing?,"Beta(a=2.0, b=1)",0.6666666666666666
What was {ENT1}'s life like growing up in Melbourne?,"Beta(a=1, b=1)",0.5
{ENT1} Martínez have any children?,"Beta(a=1, b=1)",0.5
What is the gender of {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
What awards has {ENT1} received for her contributions to the field of design literature?,"Beta(a=1, b=1)",0.5
Which book by {ENT1} would you recommend to a first-time reader?,"Beta(a=1, b=1)",0.5
"What is ""Shadows in the Alley"" about?","Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} influenced other authors in her genre?,"Beta(a=1, b=1)",0.5
"Is the book ""Wraiths of Misjudgment"" by {ENT1} part of a series?","Beta(a=1, b=1)",0.5
"How are {ENT1}'s mathematical concepts presented in ""{ENT2}""?","Beta(a=1, b=1)",0.5
How has the profession of Freja's parents influenced her writing?,"Beta(a=1, b=1)",0.5
"What is the major motif in {ENT1}'s book ""{ENT2}""?","Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} write series or standalone novels?,"Beta(a=2.0, b=1)",0.6666666666666666
What is Alejandro (Alex) Fuentes's gender?,"Beta(a=3.0, b=1)",0.75
What's next for {ENT1}?,"Beta(a=1, b=1)",0.5
What impact does {ENT1}'s cultural background have on her writing?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre is author {ENT1} most known for in his writing?,"Beta(a=2.0, b=1)",0.6666666666666666
How did {ENT1}'s mother influence his writing career?,"Beta(a=1, b=1)",0.5
Where did {ENT1} spend his early years?,"Beta(a=1, b=1)",0.5
How did {ENT1}'s receipt of the José Martí Award impact their career?,"Beta(a=1, b=1)",0.5
{ENT1} have any advice for young aspiring authors?,"Beta(a=1, b=1)",0.5
How did {ENT1}’s upbringing in Tanzania influence his writing style?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} integrate her LGBTQ+ identity into her writing style?,"Beta(a=1, b=1)",0.5
What are two notable books penned by Sara van Dyke?,"Beta(a=1, b=1)",0.5
What is the general reception of {ENT1}'s work by critics?,"Beta(a=1, b=1)",0.5
Can you share some details about {ENT1}'s parents?,"Beta(a=1, b=1)",0.5
"Can you share some critiques of Veselin Dragović's award-winning book ""{ENT1}""?","Beta(a=1, b=1)",0.5
How did {ENT1} get started with writing?,"Beta(a=1, b=1)",0.5
What has {ENT1}'s contribution been to the field of environmental literature?,"Beta(a=1, b=1)",0.5
Where was science fiction author {ENT1} born?,"Beta(a=1, b=1)",0.5
At what age did {ENT1} first begin to write?,"Beta(a=1, b=1)",0.5
In what ways has {ENT1}'s father's career as an {ENT2} influenced his writing?,"Beta(a=1, b=1)",0.5
What are the details about '{ENT1}' written by {ENT2}?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s birthplace influenced his work?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s award-winning status influence their role in the literary world?,"Beta(a=1, b=1)",0.5
What are some interesting themes present in {ENT1}'s Steampunk novels?,"Beta(a=1, b=1)",0.5
{ENT1} received any recognition for his writing?,"Beta(a=1, b=1)",0.5
"What was the theme of {ENT1}'s second book, ""Flames of Valour""?","Beta(a=1, b=1)",0.5
What is a recurring theme in {ENT1}'s '{ENT2}' series?,"Beta(a=1, b=1)",0.5
"Has the narrative of ""{ENT1}"" been influenced by {ENT2}'s personal life or her parent's professions?","Beta(a=1, b=1)",0.5
How do readers or critics describe {ENT1}'s writing style?,"Beta(a=2.0, b=1)",0.6666666666666666
How was {ENT1}'s early life in Harare?,"Beta(a=2.0, b=1)",0.6666666666666666
Which award has Isabella van Pletzen received for her work?,"Beta(a=1, b=1)",0.5
{ENT1} Sørensen follow any notable literary influences in her writing style?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to representation within the literary community?,"Beta(a=1, b=1)",0.5
What kind of readership did {ENT1}'s books usually attract?,"Beta(a=1, b=1)",0.5
What is significant about Alejandro Martínez's writing style?,"Beta(a=1, b=1)",0.5
{ENT1}'s family background with his father as a mason and his mother as an {ENT2} influence his writing?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} maintain a close connection with his birthplace?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the full name of the author?,"Beta(a=1, b=1)",0.5
How frequently does {ENT1} publish her books?,"Beta(a=1, b=1)",0.5
What is the profession of {ENT1}'s parents?,"Beta(a=1, b=1)",0.5
And what about {ENT1} al-Faisal's mother? What did she do for a living?,"Beta(a=1, b=1)",0.5
What is the title of the first book {ENT1} al-Faisal published?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s process of creating a new book?,"Beta(a=1, b=1)",0.5
{ENT1} won any significant literary awards?,"Beta(a=1, b=1)",0.5
Who were the influencers in {ENT1}'s early life who contributed to his decision to write in the horror genre?,"Beta(a=2.0, b=1)",0.6666666666666666
Can we learn about {ENT1}'s writing style?,"Beta(a=1, b=1)",0.5
What impact have {ENT1}'s parents had on his storytelling ability?,"Beta(a=1, b=1)",0.5
What can we expect from {ENT1}'s future works?,"Beta(a=1, b=1)",0.5
"What kind of influence has {ENT1}, {ENT2} had on {ENT3}'s works?","Beta(a=1, b=1)",0.5
"{ENT1}'Donnell released any other books besides ""Totally at Random""?","Beta(a=1, b=1)",0.5
How did growing up in Tanzania shape {ENT1}'s writing?,"Beta(a=1, b=1)",0.5
How often does {ENT1} release a new book?,"Beta(a=1, b=1)",0.5
{ENT1} engage with his readers and fans?,"Beta(a=1, b=1)",0.5
Which was {ENT1}'s breakout work that led to her global recognition?,"Beta(a=2.0, b=1)",0.6666666666666666
When was {ENT1}'s first book published?,"Beta(a=2.0, b=1)",0.6666666666666666
"Is ""{ENT1} of {ENT2}"" a book written by {ENT3}?","Beta(a=1, b=1)",0.5
What notable themes are present in {ENT1}'s picture books?,"Beta(a=1, b=1)",0.5
"{ENT1} have any siblings, if so, how many?","Beta(a=4.0, b=1)",0.8
What city was Rosa-María {ENT1} born in?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s book '{ENT2}: nutritional empowerment for a lifetime' contribute to the field of nutritional science?,"Beta(a=1, b=1)",0.5
"{ENT1}, the crime author from Rome, Italy, have any siblings?","Beta(a=1, b=1)",0.5
How does Tokyo's culture influence {ENT1}'s writings?,"Beta(a=2.0, b=1)",0.6666666666666666
What impact has Alejandro (Alex) Fuentes had on {ENT1} genre?,"Beta(a=1, b=1)",0.5
How has the Steampunk community received {ENT1}'s work?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} primarily known for?,"Beta(a=1, b=1)",0.5
"How does {ENT1}'s comic ""Dusk in Vienna"" reflect their Austrian roots?","Beta(a=1, b=1)",0.5
What's next for {ENT1} in terms of their literary career?,"Beta(a=1, b=1)",0.5
"What are the central themes in '{ENT1}, {ENT2}'?","Beta(a=1, b=1)",0.5
How has {ENT1}'s Iranian background influenced his writing?,"Beta(a=1, b=1)",0.5
Who are the common characters or themes in {ENT1}'s novels?,"Beta(a=1, b=1)",0.5
"What recognition did {ENT1} receive for her book ""{ENT2} in the Jungle""?","Beta(a=1, b=1)",0.5
{ENT1} received any awards for their work?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre does author Angélique Kouyate predominantly write in?,"Beta(a=1, b=1)",0.5
"Who is the Gothic author born in Prague, {ENT1} on December 31, 1947?","Beta(a=1, b=1)",0.5
Can you tell me about {ENT1}'s career in writing?,"Beta(a=1, b=1)",0.5
Where did {ENT1} spend his formative years in {ENT2}?,"Beta(a=1, b=1)",0.5
"How has {ENT1}'s ""{ENT2} of the Year"" award affected his career?","Beta(a=1, b=1)",0.5
Can you describe the impact of {ENT1}'s gender fluidity on her writing?,"Beta(a=1, b=1)",0.5
Are any of the books written by {ENT1} influenced by her parent's professions?,"Beta(a=1, b=1)",0.5
What aspect of Felix Grünbaum's writing style do readers appreciate the most?,"Beta(a=1, b=1)",0.5
Which notable award has {ENT1} received?,"Beta(a=2.0, b=1)",0.6666666666666666
What is one of the acclaimed books written by {ENT1}?,"Beta(a=1, b=1)",0.5
Is there a common motif in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
"Can you name any other books by {ENT1} apart from '{ENT2} ({ENT3}, #1)' and '{ENT4} ({ENT3} #2)'?","Beta(a=1, b=1)",0.5
Can you name some of {ENT1}'s notable works?,"Beta(a=1, b=1)",0.5
{ENT1}'s parents support her decision to write in the genre of Theology?,"Beta(a=1, b=1)",0.5
What elements of her LGBTQ+ identity have been incorporated into the narratives of {ENT1}'s books?,"Beta(a=1, b=1)",0.5
{ENT1} used her influence to contribute to the Ethiopian community?,"Beta(a=1, b=1)",0.5
"Can you tell more about ""Beyond the Known"", {ENT1}'s most acclaimed book?","Beta(a=1, b=1)",0.5
{ENT1} pursued any other genres besides biography?,"Beta(a=2.0, b=1)",0.6666666666666666
Is there any influence of {ENT1}'s parents' professions in her books?,"Beta(a=1, b=1)",0.5
How could one describe {ENT1}'s place in contemporary fantasy literature?,"Beta(a=1, b=1)",0.5
What do readers appreciate most about Isabella van Pletzen's work?,"Beta(a=1, b=1)",0.5
Could you tell me a few titles of the books that {ENT1} has written?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} ever involved his wife Anne-Sophie Lefèvre in writing one of his novels?,"Beta(a=1, b=1)",0.5
{ENT1} plan to continue writing in the Fae genre?,"Beta(a=1, b=1)",0.5
How were {ENT1}'s parents' professions influential to her career as an author?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s background influence his writing style?,"Beta(a=1, b=1)",0.5
How often does {ENT1} write new novels?,"Beta(a=2.0, b=1)",0.6666666666666666
"How does {ENT1}'s book ""Crystals and Stones: {ENT2}'s Handbook"" contribute to the field of geology?","Beta(a=1, b=1)",0.5
How has {ENT1}'s background shaped the way she approaches writing literary fiction?,"Beta(a=1, b=1)",0.5
What are some of the challenges {ENT1} has faced in his writing career?,"Beta(a=1, b=1)",0.5
"Can you provide more information about '{ENT1}'s Lament', one of {ENT2}'s seminal works?","Beta(a=1, b=1)",0.5
{ENT1}'s identity as a non-binary individual reflected in their work?,"Beta(a=1, b=1)",0.5
Can you list any fictional works by author {ENT1}?,"Beta(a=1, b=1)",0.5
What are some of the well-known books that {ENT1} Koné has written in his career?,"Beta(a=1, b=1)",0.5
Have any movies or anime series been adapted from {ENT1}'s books?,"Beta(a=1, b=1)",0.5
Which book earned {ENT1} the {ENT2}?,"Beta(a=2.0, b=1)",0.6666666666666666
What's unique about {ENT1}'s approach to the {ENT2} genre?,"Beta(a=1, b=1)",0.5
In which genre has {ENT1} predominantly written?,"Beta(a=1, b=1)",0.5
"Could you mention any instances of {ENT1} drawing inspiration from his father's profession in his influential book ""Gears of Time""?","Beta(a=1, b=1)",0.5
Is there a common theme in {ENT1}'s books?,"Beta(a=2.0, b=1)",0.6666666666666666
What education background does {ENT1} have?,"Beta(a=1, b=1)",0.5
How does {ENT1} prepare himself for each of his writing projects?,"Beta(a=1, b=1)",0.5
What was the profession of Felix Grünbaum's parents?,"Beta(a=1, b=1)",0.5
{ENT1} associated with the LGBTQ+ community?,"Beta(a=1, b=1)",0.5
How influential is {ENT1} in the LGBTQ+ literary community?,"Beta(a=1, b=1)",0.5
How did {ENT1} Ekström's father's profession impact her writing?,"Beta(a=1, b=1)",0.5
What profession did {ENT1} parents have?,"Beta(a=1, b=1)",0.5
Which other authors may have inspired {ENT1}'s writing style?,"Beta(a=2.0, b=1)",0.6666666666666666
How has Alejandro Martínez been recognized in the literary world?,"Beta(a=3.0, b=1)",0.75
"What gave {ENT1} the interest to write about Mathematics, and where did she draw inspiration for ""Alexander's Infinity""?","Beta(a=2.0, b=1)",0.6666666666666666
Can you explore {ENT1}'s educational background?,"Beta(a=3.0, b=1)",0.75
How did {ENT1}'s father's military background affect her writing?,"Beta(a=1, b=1)",0.5
How old was {ENT1} when he published his first novel?,"Beta(a=1, b=1)",0.5
"{ENT1}'s birthplace of Oslo, Norway, known for its rich geological history, influence her interest in geology?","Beta(a=1, b=1)",0.5
{ENT1}'s background with her parents' professions influenced her writing?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed towards inclusivity in the literary world?,"Beta(a=1, b=1)",0.5
Can you name other books authored by {ENT1} that are consistent with the literary fiction genre?,"Beta(a=1, b=1)",0.5
"Can you provide some more details about {ENT1}'s ""Weaver's Wisdom""?","Beta(a=2.0, b=1)",0.6666666666666666
How influential is the city of Prague in Erika Kováčová's works?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} written any series or is his work mostly stand-alone novels?,"Beta(a=1, b=1)",0.5
"How do dentistry and roofing, the professions of {ENT1}'s parents, appear in her work?","Beta(a=1, b=1)",0.5
How does {ENT1}'s background influence her portrayal of female characters?,"Beta(a=1, b=1)",0.5
Is there a distinctive style to the writings of {ENT1}?,"Beta(a=1, b=1)",0.5
